danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.7480279848376847,-1.6100806003440526,0.4908902629483606,-1.0066593294290638,0.692476845076598,-0.1976736001186063,1.6181280054246292,-0.29911465170440543,-0.4508671191875315,0.6038786228050045,-0.25301087895488117,-0.9584923567726681,0.20678755816183036
-1.1863860089466558,-1.8690771639044512,0.770561692323536,-2.322013451050693,0.692476845076598,-0.616250075484327,2.016242574594989,3.3866126525963796,-0.39100781981698535,-1.202132086801502,-1.0612850118555652,-0.3917654590819634,0.20678755816183036
-0.5666223022002164,-1.5592062753589746,1.3299045510738867,-1.4403230158870761,0.692476845076598,-0.5035564090397099,1.3212290046874118,-0.29908968387427953,-0.7721120258094628,1.0694280501702373,2.302704234417379,-0.7787039777312005,0.20678755816183036
-0.45393799188268186,-1.0319632709681632,-0.06845259580199026,-0.5981939977913892,0.692476845076598,-0.2893146036010422,1.985877904065046,-0.29911465170440543,0.2541424067322348,-0.4717010886939815,0.8535170167917141,-0.654563411783841,0.20678755816183036
0.7167267875272585,-1.697954434409188,-1.4668097426778675,-1.5600152012836803,-1.444091606975516,-0.4007698781067075,2.0229902791571983,-0.29909987482535133,0.4869285709510256,0.7323060510436895,-0.5763991893050686,-0.9044756471400385,0.20678755816183036
-0.19726817393718732,-1.7488287593942662,0.770561692323536,-0.8285069608492759,0.692476845076598,0.3608411643486718,2.2389168251479017,-0.29911465170440543,-0.3843567865535913,0.5115714087584496,-0.8772986939935348,-1.7423191251861612,-2.869481468845641
-2.369571267280767,-2.0494497706697286,-0.9074668839275165,-1.461741617484363,-1.444091606975516,-0.5890054528273866,1.9926256086272556,-0.29906454619496914,0.1344238079911423,-1.5954410857824743,-1.2519571908602694,-0.06410395872862418,-2.869481468845641
-0.7919909228352854,-1.30945958906859,-0.06845259580199026,-1.083766295179297,0.692476845076598,-0.3066520907463679,2.080345767935979,-0.29911465170440543,0.4935796042144196,-0.3753805175149679,0.8504064824633036,-0.687185481013411,0.20678755816183036
-1.3867136717333834,-2.2483221319750344,-0.9074668839275165,-2.5745009663504774,0.692476845076598,-0.5184171123071319,1.8205591422909135,-0.22947648604710952,0.19428310736168855,-1.6395880142395223,-0.5345321123100358,0.3907972041488837,0.20678755816183036
-2.006477378479823,-1.1984610618284195,-1.4668097426778675,-0.6810965851503005,-1.444091606975516,-0.5295626397576985,1.3111074478440976,-0.28326206114827307,0.586694069901936,-0.8489566591451185,0.7419310669185313,-0.3988335740817036,0.20678755816183036
-0.9985788250840983,-0.40297161660719566,-0.3481240251771657,-0.06978449720890716,-1.444091606975516,-0.44411359597002176,1.3988276071528207,-0.29902123465291397,-0.5945294376768424,-1.7519620139483716,0.1007677093165514,0.24345419146199257,0.20678755816183036
-0.9985788250840983,-2.0586996479397426,-1.187138313302692,-1.1800240105929876,0.692476845076598,-0.44906716372582905,2.26590764339674,-0.295944133593179,-0.5107264185580778,-1.8001222995378785,-1.7055946570540979,-0.4535706877431529,0.20678755816183036
-0.9985788250840983,-0.40297161660719566,-0.3481240251771657,-0.06978449720890716,-1.444091606975516,-0.44411359597002176,1.3988276071528207,-0.29902406547265614,-0.5965247476558606,-1.7519620139483716,0.10058894297583784,0.24345419146199257,0.20678755816183036
-0.8545933174561375,-0.6989676892476512,-1.187138313302692,-0.062476974311009244,-1.444091606975516,-0.5914822367052903,-0.008068794067857144,-0.29566105161896233,-0.44421608592413747,-1.1298916584172418,-1.462150654270855,-0.11701967352475584,0.20678755816183036
1.1612037893353113,0.6468894535394193,-0.3481240251771657,0.8995962127294853,-1.444091606975516,-0.026775512543252878,-0.6639456775146193,0.19401414738099906,-0.3444505869732271,-0.37939387464742685,0.11067136459206298,-0.5584234552585291,0.20678755816183036
1.6620229463021305,-0.32434765981207464,-0.3481240251771657,0.6115790171330249,-1.444091606975516,-0.1530914903163402,-0.6754167752703755,0.11928050618780342,-0.45751815245092553,-0.42354080310447456,0.1447084758638571,2.2852287269542413,0.20678755816183036
-0.5603620627381312,-2.20669768425997,0.21121883357318516,-1.7132211985913337,0.692476845076598,-0.548138518841976,2.3097677230511016,-0.08793549893878445,-0.4774712522411076,-1.0737046585628172,0.48093220947725196,-0.6428058743323501,0.20678755816183036
0.5163991247405312,-2.021700138859686,0.4908902629483606,-1.2422639469992216,-1.444091606975516,-0.5134635445513246,2.370497064110987,-0.27941214629892663,-0.5107264185580778,-1.8563092993923032,-0.07517412321338496,-1.0813280399508447,0.20678755816183036
-1.0110993040082688,-0.3890968007021743,-0.3481240251771657,-0.07079243140172056,-1.444091606975516,-0.44411359597002176,1.40557531171503,-0.29905577065376837,-0.5439815848750479,-1.7439352996834538,-0.028230082142097306,0.33334158471830355,0.20678755816183036
0.07192212293247845,-1.623955416249074,-0.06845259580199026,-1.0620957100338069,0.692476845076598,-0.5592840462925425,2.292898461645578,-0.2931699302458558,-0.1249664892812244,-1.0175176587083923,0.28922318569641137,-0.6037817240164771,0.20678755816183036
-1.3428919954987868,1.127883071580159,-0.06845259580199026,0.6433289442066505,0.692476845076598,-0.4082002297404185,-0.8974162553670675,-0.2885840022635461,-0.7475032027349049,0.2466898380161622,0.4623047567749365,1.3643892677765543,0.20678755816183036
-0.35377416048931787,0.22602003775377197,-0.3481240251771657,0.23612353030999295,-1.444091606975516,-0.4886957057722878,0.5654860937199492,-0.2986317138563918,1.0522663983395175,1.5951778345223537,1.7497799425914369,-1.2505550240792391,0.20678755816183036
0.6979460691410028,0.4341422763290918,-0.3481240251771657,0.20059385001331675,0.692476845076598,-0.35371098442653764,0.9264882877981568,-0.29896688291386436,0.4669754711608435,1.4426702634889157,-1.1604645776832512,-0.7751563277024848,0.20678755816183036
-0.5040199075793639,1.2388815988203299,1.0502331216987113,0.006062550800309435,0.692476845076598,-0.14070757092682182,0.6734493667153009,-0.2507076341133583,1.3848180615092185,1.42661683495908,1.7947933071830224,-1.3402385294028654,0.20678755816183036
-0.29743200533055064,0.16589583549867942,-0.9074668839275165,0.13835391360708235,0.692476845076598,-0.2459708857377279,1.2604996636275263,-0.2991052533828615,-0.304544387392863,1.583137763124977,-0.8830549701645001,-1.4577867188600824,0.20678755816183036
-1.1425643327120591,-0.7452170755977222,-0.06845259580199026,0.24947865836477193,0.692476845076598,-0.5493769107809279,1.145788686069965,-0.2990053820623578,5.368786986282237,-0.5880884455352897,0.25007335708021955,1.7763652245594865,0.20678755816183036
-2.069079773100675,1.280506046535394,-0.9074668839275165,0.39638506696734066,0.692476845076598,0.06238870706127932,0.9737222197336229,-0.29380969550758546,4.450944395933862,1.382469906502032,2.3362050466670343,-0.7828768840868163,0.20678755816183036
